AFUA_1G16560	AFUB_015910
AFUA_2G03780	AFUB_020850
AFUA_2G10320	AFUB_026130
AFUA_6G05040	AFUB_093250
AFUA_6G06820	AFUB_072750
AFUA_4G06350	AFUB_063470
AFUA_8G02490	AFUB_084100
AFUA_3G02920	AFUB_045330
AFUA_2G14200	AFUB_029820
AFUA_6G10340	AFUB_076390
AFUA_1G02450	AFUB_002840
AFUA_1G16850	AFUB_016240
AFUA_1G15070	AFUB_014620
AFUA_6G05045	AFUB_093240
AFUA_5G12990	AFUB_060710
AFUA_3G06800	AFUB_042240
AFUA_7G01160	AFUB_087740
AFUA_2G07670	AFUB_023710
AFUA_5G02470	AFUB_051000
AFUA_4G11660	AFUB_068680
AFUA_2G12970	AFUB_028590
AFUA_2G11190	AFUB_026950
AFUA_8G06380	AFUB_079210
AFUA_6G07690	AFUB_073650
AFUA_1G06340	AFUB_006720
AFUA_6G14230	AFUB_000520
AFUA_4G01140	AFUB_101650
AFUA_3G03790	AFUB_044160
AFUA_3G10330	AFUB_038820
AFUA_6G12990	AFUB_001750
AFUA_1G11640	AFUB_011080
AFUA_7G05050	AFUB_090620
AFUA_7G06830	AFUB_092410
AFUA_5G06360	AFUB_053890
AFUA_4G02930	AFUB_100200
AFUA_3G14210	AFUB_035010
AFUA_2G15080	AFUB_030730
AFUA_2G02460	AFUB_019550
AFUA_2G16860	AFUB_032540
AFUA_5G11660	AFUB_059230
AFUA_4G06810	AFUB_063880
AFUA_3G07680	AFUB_041420
AFUA_2G15085	AFUB_030740
AFUA_6G02480	AFUB_095860
AFUA_1G08990	AFUB_008410
AFUA_1G01130	AFUB_079670
AFUA_6G10800	AFUB_076840
AFUA_1G02910	AFUB_003290
AFUA_1G15530	AFUB_015070
AFUA_4G10330	AFUB_067430
AFUA_8G05050	AFUB_082450
AFUA_3G12982	AFUB_036210
AFUA_7G01620	AFUB_088200
AFUA_5G02930	AFUB_051450
AFUA_3G15080	AFUB_034130
AFUA_2G11650	AFUB_027410
AFUA_8G06840	AFUB_080930
AFUA_6G06370	AFUB_072290
AFUA_4G07680	AFUB_064770
AFUA_1G06800	AFUB_007180
AFUA_1G05020	AFUB_005390
AFUA_4G01600	AFUB_102100
AFUA_4G14220	AFUB_071380
AFUA_3G02470	AFUB_045830
AFUA_6G11670	AFUB_077660
AFUA_1G10320	AFUB_009730
AFUA_7G05510	AFUB_091090
AFUA_5G06820	AFUB_054380
AFUA_3G06350	AFUB_042710
AFUA_7G02490	AFUB_089030
AFUA_2G15540	AFUB_031190
AFUA_2G02920	AFUB_019990
AFUA_2G01140	AFUB_018220
AFUA_5G10340	AFUB_057910
AFUA_4G12990	AFUB_069890
AFUA_8G01630	AFUB_084980
AFUA_2G05020	AFUB_022040
AFUA_6G02940	AFUB_095360
AFUA_1G07670	AFUB_008000
AFUA_1G14210	AFUB_013750
AFUA_3G11660	AFUB_037510
AFUA_8G05510	AFUB_082040
AFUA_1G12970	AFUB_012450
AFUA_1G11190	AFUB_010620
AFUA_7G06380	AFUB_091940
AFUA_8G01637	AFUB_084970
AFUA_5G07690	AFUB_055230
AFUA_7G00300	AFUB_071550
AFUA_8G01638	AFUB_084960
AFUA_5G01610	AFUB_050150
AFUA_5G14230	AFUB_061940
AFUA_3G01140	AFUB_047270
AFUA_2G03790	AFUB_020860
AFUA_2G10330	AFUB_026140
AFUA_6G05050	AFUB_093230
AFUA_6G06830	AFUB_072760
AFUA_4G06360	AFUB_063480
AFUA_3G02930	AFUB_045320
AFUA_2G14210	AFUB_029830
AFUA_6G10350	AFUB_076400
AFUA_1G02460	AFUB_002850
AFUA_1G16860	AFUB_016250
AFUA_1G15080	AFUB_014630
AFUA_5G05500	AFUB_053060
AFUA_8G00300	AFUB_086240
AFUA_7G01170	AFUB_087750
AFUA_2G07680	AFUB_023720
AFUA_5G02480	AFUB_051010
AFUA_2G01600	AFUB_018670
AFUA_5G10800	AFUB_058400
AFUA_2G12980	AFUB_046500, AFUB_028600
AFUA_8G06390	AFUB_079220
AFUA_2G18100	AFUB_092830
AFUA_1G06350	AFUB_006730
AFUA_6G14240	AFUB_000510
AFUA_4G01150	AFUB_101660
AFUA_3G10340	AFUB_038810
AFUA_1G11650	AFUB_011090
AFUA_7G05060	AFUB_090630
AFUA_7G06840	AFUB_092420
AFUA_5G06370	AFUB_053900
AFUA_4G02940	AFUB_100190
AFUA_3G01600	AFUB_046800
AFUA_2G16870	AFUB_032550
AFUA_2G15090	AFUB_030750
AFUA_2G02470	AFUB_019560
AFUA_5G11670	AFUB_059240
AFUA_4G06820	AFUB_063890
AFUA_8G01180	AFUB_085430
AFUA_3G07690	AFUB_041410
AFUA_6G02490	AFUB_095850
AFUA_1G01140	AFUB_079660
AFUA_1G02920	AFUB_003300
AFUA_1G15540	AFUB_015080
AFUA_6G10810	AFUB_076850
AFUA_4G10340	AFUB_067440
AFUA_3G12990	AFUB_036200
AFUA_8G05060	AFUB_082440
AFUA_5G02940	AFUB_051460
AFUA_5G01160	AFUB_049630
AFUA_3G15090	AFUB_034120
AFUA_2G11660	AFUB_027420
AFUA_8G06850	AFUB_080920
AFUA_6G06380	AFUB_072300
AFUA_4G07690	AFUB_064780
AFUA_1G06810	AFUB_007190
AFUA_6G00300	AFUB_097220
AFUA_4G14230	AFUB_071390
AFUA_3G02480	AFUB_045820
AFUA_3G10800	AFUB_038330
AFUA_1G03790	AFUB_004200
AFUA_6G11680	AFUB_077670
AFUA_1G10330	AFUB_009740
AFUA_7G05520	AFUB_091100
AFUA_5G06830	AFUB_054390
AFUA_3G06360	AFUB_042700
AFUA_2G15550	AFUB_031200
AFUA_2G02930	AFUB_020000
AFUA_2G01150	AFUB_018230
AFUA_5G10350	AFUB_057920
AFUA_8G01640	AFUB_084950
AFUA_2G05030	AFUB_022060
AFUA_6G02950	AFUB_095350
AFUA_1G07680	AFUB_008010
AFUA_1G01600	AFUB_002000
AFUA_1G14220	AFUB_013760
AFUA_4G10800	AFUB_067880
AFUA_8G05520	AFUB_082030
AFUA_1G12980	AFUB_012460
AFUA_7G06390	AFUB_091950
AFUA_7G00310	AFUB_086880
AFUA_5G01620	AFUB_050160
AFUA_5G14240	AFUB_061950, AFUB_080220
AFUA_3G01150	AFUB_047260
AFUA_2G10340	AFUB_026150
AFUA_6G05060	AFUB_093220
AFUA_6G06840	AFUB_072770
AFUA_4G06370	AFUB_063490
AFUA_3G01155	AFUB_047250
AFUA_2G14220	AFUB_029840
AFUA_3G02940	AFUB_045310
AFUA_6G10360	AFUB_076410
AFUA_1G16870	AFUB_016260
AFUA_1G15090	AFUB_014640
AFUA_5G05510	AFUB_053070
AFUA_3G06820	AFUB_042230
AFUA_7G01180	AFUB_087760
AFUA_2G07690	AFUB_023730
AFUA_5G02490	AFUB_051020
AFUA_2G01610	AFUB_018680
AFUA_5G10810	AFUB_058410
AFUA_4G11680	AFUB_068690
AFUA_2G12990	AFUB_028610
AFUA_6G14250	AFUB_000500
AFUA_1G06360	AFUB_006740
AFUA_4G01160	AFUB_101670
AFUA_5G09400	AFUB_056940
AFUA_3G10350	AFUB_038800
AFUA_8G04200	AFUB_083350
AFUA_1G11660	AFUB_011100
AFUA_7G05070	AFUB_090640
AFUA_7G06850	AFUB_092430
AFUA_5G06380	AFUB_053910
AFUA_5G14700	AFUB_062370
AFUA_5G00300	AFUB_048750
AFUA_4G02950	AFUB_100180
AFUA_3G14230	AFUB_035000
AFUA_3G01610	AFUB_046780
AFUA_2G16880	AFUB_032560
AFUA_2G02480	AFUB_019570
AFUA_2G10800	AFUB_026580
AFUA_4G06830	AFUB_063900
AFUA_8G01190	AFUB_085420
AFUA_2G02485	AFUB_019580
AFUA_6G10820	AFUB_076860
AFUA_1G02930	AFUB_003310
AFUA_1G15550	AFUB_015090
AFUA_6G09400	AFUB_092650
AFUA_4G10350	AFUB_067450
AFUA_8G05070	AFUB_082430
AFUA_3G05500	AFUB_043500
AFUA_7G01640	AFUB_088210
AFUA_5G02950	AFUB_051470
AFUA_5G01170	AFUB_049640
AFUA_2G11670	AFUB_027430
AFUA_8G06860	AFUB_080910
AFUA_6G06390	AFUB_072310
AFUA_6G00310	AFUB_097210
AFUA_1G05040	AFUB_005400
AFUA_1G06820	AFUB_007200
AFUA_4G14240	AFUB_071400
AFUA_3G10810	AFUB_038320
AFUA_1G10340	AFUB_009750
AFUA_7G05530	AFUB_091110
AFUA_5G06840	AFUB_054400
AFUA_3G06370	AFUB_042690
AFUA_2G15560	AFUB_031210
AFUA_2G02940	AFUB_020010
AFUA_2G01160	AFUB_018240
AFUA_5G10360	AFUB_057940
AFUA_6G04200	AFUB_094100
AFUA_2G05040	AFUB_022070
AFUA_6G02960	AFUB_095340
AFUA_1G07690	AFUB_008020
AFUA_1G01610	AFUB_002010
AFUA_1G14230	AFUB_013770
AFUA_4G10810	AFUB_067890
AFUA_8G05530	AFUB_082020
AFUA_1G12990	AFUB_012470
AFUA_7G00320	AFUB_086890
AFUA_5G14250	AFUB_061960
AFUA_5G01630	AFUB_050170
AFUA_3G01160	AFUB_047240
AFUA_2G10350	AFUB_026160
AFUA_4G09400	AFUB_013100
AFUA_7G04200	AFUB_089740
AFUA_6G05070	AFUB_093210
AFUA_6G06850	AFUB_072780
AFUA_4G06380	AFUB_063500
AFUA_1G05500	AFUB_005840
AFUA_4G14700	AFUB_071940
AFUA_3G02950	AFUB_045300
AFUA_2G14230	AFUB_029850
AFUA_6G10370	AFUB_076420
AFUA_1G02480	AFUB_052070
AFUA_1G16880	AFUB_016270
AFUA_1G10800	AFUB_010220
AFUA_4G14705	AFUB_071950
AFUA_5G05520	AFUB_053080
AFUA_3G06830	AFUB_042220
AFUA_7G01190	AFUB_087770
AFUA_2G01620	AFUB_018690
AFUA_5G10820	AFUB_058420
AFUA_4G11690	AFUB_068700
AFUA_2G05500	AFUB_022520
AFUA_1G06370	AFUB_006750
AFUA_6G14260	AFUB_000490
AFUA_4G01170	AFUB_049830, AFUB_101680
AFUA_5G09410	AFUB_056950
AFUA_3G10360	AFUB_038790
AFUA_8G04210	AFUB_083340
AFUA_1G11670	AFUB_011110
AFUA_7G05080	AFUB_090650
AFUA_5G06390	AFUB_053920
AFUA_5G14710	AFUB_062380
AFUA_5G00310	AFUB_048760
AFUA_3G01620	AFUB_046770
AFUA_3G14240	AFUB_034990
AFUA_4G02960	AFUB_100170
AFUA_2G16890	AFUB_032570
AFUA_2G02490	AFUB_019590
AFUA_7G05085	AFUB_090660
AFUA_5G11690	AFUB_059260
AFUA_2G10810	AFUB_026590
AFUA_4G06840	AFUB_063910
AFUA_1G01160	AFUB_079650
AFUA_1G15560	AFUB_015100
AFUA_6G10830	AFUB_076870
AFUA_1G02940	AFUB_003320
AFUA_4G10360	AFUB_067460
AFUA_6G09410	AFUB_071060, AFUB_075400, AFUB_092640
AFUA_8G05080	AFUB_082420
AFUA_5G04200	AFUB_052720
AFUA_3G05510	AFUB_043490
AFUA_7G01650	AFUB_088220
AFUA_5G02960	AFUB_051480
AFUA_5G01180	AFUB_049650
AFUA_2G11680	AFUB_027440
AFUA_8G06870	AFUB_080900
AFUA_6G00320	AFUB_097200
AFUA_1G06830	AFUB_007210
AFUA_1G05050	AFUB_005410
AFUA_6G14720	AFUB_062580
AFUA_4G14250	AFUB_071410
AFUA_3G10820	AFUB_048540, AFUB_038310
AFUA_3G09400	AFUB_039730
AFUA_1G10350	AFUB_009760
AFUA_7G05540	AFUB_091120
AFUA_5G06850	AFUB_054410
AFUA_3G06380	AFUB_042680
AFUA_3G14700	AFUB_034520
AFUA_2G15570	AFUB_031220
AFUA_2G01170	AFUB_018250
AFUA_1G10355	AFUB_009770
AFUA_2G02950	AFUB_034960
AFUA_5G10370	AFUB_057960
AFUA_6G04210	AFUB_094090
AFUA_8G01660	AFUB_084940
AFUA_2G05050	AFUB_022080
AFUA_6G02970	AFUB_095330
AFUA_1G01620	AFUB_002020
AFUA_1G14240	AFUB_013790
AFUA_4G10820	AFUB_067900
AFUA_3G11690	AFUB_037500
AFUA_8G05540	AFUB_082010
AFUA_7G00330	AFUB_086900
AFUA_5G14260	AFUB_061970
AFUA_5G01640	AFUB_050180, AFUB_046790
AFUA_3G01170	AFUB_047230
AFUA_4G09410	AFUB_066540
AFUA_2G10360	AFUB_026170
AFUA_7G04210	AFUB_089750
AFUA_6G05080	AFUB_093200
AFUA_6G06860	AFUB_072790
AFUA_4G06390	AFUB_063510
AFUA_6G13400	AFUB_001350
AFUA_1G05510	AFUB_005850
AFUA_2G14240	AFUB_029860
AFUA_3G02960	AFUB_057930, AFUB_045290
AFUA_6G10380	AFUB_076430
AFUA_1G02490	AFUB_002870
AFUA_1G16890	AFUB_016280
AFUA_4G14712	AFUB_071960
AFUA_1G10810	AFUB_010230
AFUA_3G06840	AFUB_042210
AFUA_2G01630	AFUB_018700
AFUA_5G10830	AFUB_058430
AFUA_4G04200	AFUB_098820
AFUA_2G05510	AFUB_022530
AFUA_1G06380	AFUB_006760
AFUA_6G14270	AFUB_000480
AFUA_4G01180	AFUB_101690
AFUA_1G00300	AFUB_048500
AFUA_1G14700	AFUB_014250
AFUA_5G09420	AFUB_056960
AFUA_3G10370	AFUB_038780
AFUA_8G04220	AFUB_083330
AFUA_7G05090	AFUB_090670
AFUA_5G14720	AFUB_062390
AFUA_5G00320	AFUB_048770
AFUA_3G01630	AFUB_046760
AFUA_3G14250	AFUB_034980
AFUA_4G02970	AFUB_100160
AFUA_2G10820	AFUB_026600
AFUA_2G09400	AFUB_025260
AFUA_4G06850	AFUB_063920
AFUA_2G14700	AFUB_030340
AFUA_2G00300	AFUB_017360
AFUA_1G01170	AFUB_079640
AFUA_6G10840	AFUB_076880
AFUA_1G02950	AFUB_003330
AFUA_1G15570	AFUB_015110
AFUA_6G09420	AFUB_092630
AFUA_4G10370	AFUB_067470
AFUA_8G05090	AFUB_082410
AFUA_5G04210	AFUB_052730
AFUA_3G05520	AFUB_043480
AFUA_7G01660	AFUB_088230
AFUA_1G01175	AFUB_079630
AFUA_5G02970	AFUB_051490
AFUA_5G01190	AFUB_049660
AFUA_8G06880	AFUB_080890
AFUA_8G00800	AFUB_085770
AFUA_6G00330	AFUB_097190
AFUA_1G06840	AFUB_007220
AFUA_1G05060	AFUB_005420
AFUA_4G14260	AFUB_071420
AFUA_3G10830	AFUB_038300
AFUA_1G10360	AFUB_009780
AFUA_7G05550	AFUB_091130
AFUA_5G06860	AFUB_054420
AFUA_3G06390	AFUB_042670
AFUA_3G14710	AFUB_034510
AFUA_3G00310	AFUB_048140
AFUA_2G15580	AFUB_031230
AFUA_2G02960	AFUB_020020
AFUA_2G01180	AFUB_018260
AFUA_5G10380	AFUB_057970
AFUA_6G04220	AFUB_094080
AFUA_8G01670	AFUB_084930
AFUA_2G05060	AFUB_022090
AFUA_6G02980	AFUB_095310
AFUA_1G14250	AFUB_013800
AFUA_1G01630	AFUB_002030
AFUA_6G08100	AFUB_074080
AFUA_4G10830	AFUB_067910
AFUA_3G04200	AFUB_043780
AFUA_7G00340	AFUB_086910
AFUA_5G14270	AFUB_061980
AFUA_5G01650	AFUB_050190
AFUA_3G01180	AFUB_047220
AFUA_4G09420	AFUB_066550
AFUA_2G10370	AFUB_016920, AFUB_026180
AFUA_7G04220	AFUB_089760
AFUA_6G05090	AFUB_093190
AFUA_6G06870	AFUB_072800
AFUA_1G05520	AFUB_005860
AFUA_6G13410	AFUB_001340
AFUA_4G00320	AFUB_100840
AFUA_3G02970	AFUB_045280
AFUA_2G14250	AFUB_029870
AFUA_6G10390	AFUB_076440
AFUA_1G10820	AFUB_010240
AFUA_1G09400	AFUB_008850
AFUA_5G05540	AFUB_053090
AFUA_3G06850	AFUB_042200
AFUA_8G00342	AFUB_086230
AFUA_2G01640	AFUB_018710
AFUA_5G10840	AFUB_058440
AFUA_4G04210	AFUB_098810
AFUA_2G05520	AFUB_022540
AFUA_1G06390	AFUB_006770
AFUA_6G14280	AFUB_000470
AFUA_1G00310	AFUB_041890
AFUA_1G14710	AFUB_014260
AFUA_5G09430	AFUB_056970
AFUA_3G10380	AFUB_038770
AFUA_8G04230	AFUB_083320
AFUA_1G11690	AFUB_011120
AFUA_7G00800	AFUB_087370
AFUA_5G00330	AFUB_048780
AFUA_5G14730	AFUB_062400
AFUA_4G02980	AFUB_100150
AFUA_3G01640	AFUB_046750
AFUA_3G14260	AFUB_034970
AFUA_4G08100	AFUB_065200
AFUA_2G10830	AFUB_026610
AFUA_2G09410	AFUB_025270
AFUA_4G06860	AFUB_063930
AFUA_4G13400	AFUB_070320
AFUA_2G14710	AFUB_030350
AFUA_2G00310	AFUB_017370
AFUA_6G10850	AFUB_076890
AFUA_1G02960	AFUB_003340
AFUA_1G01180	AFUB_079620
AFUA_1G15580	AFUB_015120
AFUA_4G10380	AFUB_067480
AFUA_6G09430	AFUB_092620, AFUB_071480
AFUA_5G04220	AFUB_052740
AFUA_3G05530	AFUB_043470
AFUA_7G01670	AFUB_088240
AFUA_5G08100	AFUB_055630
AFUA_8G06890	AFUB_080880
AFUA_8G00810	AFUB_085760
AFUA_2G04200	AFUB_021270
AFUA_6G00340	AFUB_097180
AFUA_1G06850	AFUB_007230
AFUA_1G05070	AFUB_005430
AFUA_4G14270	AFUB_071430
AFUA_3G10840	AFUB_038290
AFUA_1G10370	AFUB_009790
AFUA_7G05560	AFUB_091140
AFUA_5G06870	AFUB_054430
AFUA_5G13410	AFUB_061110
AFUA_3G14720	AFUB_034500
AFUA_3G00320	AFUB_048130
AFUA_2G15590	AFUB_031240
AFUA_2G02970	AFUB_020030
AFUA_2G01190	AFUB_018270
AFUA_5G10390	AFUB_057980
AFUA_6G04230	AFUB_094070
AFUA_8G01680	AFUB_084910
AFUA_2G05070	AFUB_022100
AFUA_6G02990	AFUB_095300
AFUA_1G01640	AFUB_002040
AFUA_1G14260	AFUB_013810
AFUA_6G08110	AFUB_074090
AFUA_4G10840	AFUB_067920
AFUA_8G05560	AFUB_082000
AFUA_3G04210	AFUB_043770
AFUA_7G00350	AFUB_086920
AFUA_5G14280	AFUB_061990
AFUA_3G01190	AFUB_047210
AFUA_5G01662	AFUB_050200
AFUA_2G10380	AFUB_026190
AFUA_7G04230	AFUB_089770
AFUA_6G06880	AFUB_072810
AFUA_1G05530	AFUB_005870
AFUA_6G13420	AFUB_001330
AFUA_4G00330	AFUB_100850
AFUA_4G14730	AFUB_071980
AFUA_3G01196	AFUB_047190
AFUA_3G02980	AFUB_045270
AFUA_2G14260	AFUB_029880
AFUA_3G08100	AFUB_041010
AFUA_1G10830	AFUB_010250
AFUA_1G09410	AFUB_008860
AFUA_4G14735	AFUB_071990
AFUA_5G05550	AFUB_053100
AFUA_8G00350	AFUB_086220
AFUA_3G06860	AFUB_042190
AFUA_3G13400	AFUB_035810
AFUA_2G01650	AFUB_018720
AFUA_5G10850	AFUB_058450
AFUA_4G04220	AFUB_098800
AFUA_2G05530	AFUB_022550
AFUA_6G14290	AFUB_000460
AFUA_1G14720	AFUB_014270
AFUA_5G09440	AFUB_056980
AFUA_3G10390	AFUB_038760
AFUA_8G04240	AFUB_083310
AFUA_7G06890	AFUB_092440
AFUA_7G00810	AFUB_087390
AFUA_5G14740	AFUB_062410
AFUA_5G00340	AFUB_048790
AFUA_4G02990	AFUB_100140
AFUA_3G01650	AFUB_046740
AFUA_3G14270	AFUB_034960
AFUA_4G08110	AFUB_065210
AFUA_2G10840	AFUB_026620
AFUA_2G09420	AFUB_025280
AFUA_4G06870	AFUB_063940
AFUA_4G13410	AFUB_070330
AFUA_2G14720	AFUB_030360
AFUA_2G00320	AFUB_017380
AFUA_1G01190	AFUB_079610
AFUA_6G10860	AFUB_076900
AFUA_1G02970	AFUB_003350
AFUA_1G15590	AFUB_015130
AFUA_4G10390	AFUB_067490
AFUA_6G09440	AFUB_092610
AFUA_5G04230	AFUB_052750
AFUA_3G05540	AFUB_043460
AFUA_7G01680	AFUB_088250
AFUA_5G02990	AFUB_051500
AFUA_5G08110	AFUB_055640
AFUA_8G00820	AFUB_085750
AFUA_2G04210	AFUB_021280
AFUA_6G00350	AFUB_097170
AFUA_1G05080	AFUB_061170
AFUA_1G06860	AFUB_007240
AFUA_4G14280	AFUB_033220
AFUA_5G09900	AFUB_057490
AFUA_3G10850	AFUB_038280
AFUA_1G10380	AFUB_009800
AFUA_7G05570	AFUB_091150
AFUA_8G04702	AFUB_082810
AFUA_5G06880	AFUB_054440
AFUA_5G13420	AFUB_061120
AFUA_5G00800	AFUB_049260
AFUA_3G00330	AFUB_048120
AFUA_3G14730	AFUB_034490
AFUA_2G02980	AFUB_020040
AFUA_2G08100	AFUB_024119
AFUA_6G04240	AFUB_094060
AFUA_2G05080	AFUB_022109
AFUA_8G01690	AFUB_084900
AFUA_2G13400	AFUB_029040
AFUA_1G01650	AFUB_002050
AFUA_1G14270	AFUB_013820
AFUA_6G08120	AFUB_074100
AFUA_4G10850	AFUB_067930
AFUA_6G09900	AFUB_075960
AFUA_8G05570	AFUB_081990
AFUA_2G05085	AFUB_022110
AFUA_3G04220	AFUB_043760
AFUA_7G00360	AFUB_086930
AFUA_5G14290	AFUB_062000
AFUA_2G10390	AFUB_026200
AFUA_4G09440	AFUB_066560
AFUA_7G04240	AFUB_089780
AFUA_6G06890	AFUB_072820
AFUA_1G05540	AFUB_005880
AFUA_6G13430	AFUB_001320
AFUA_4G00340	AFUB_100860
AFUA_4G14740	AFUB_072000
AFUA_3G02990	AFUB_045260
AFUA_2G14270	AFUB_029890
AFUA_3G08110	AFUB_041000
AFUA_1G10840	AFUB_010260
AFUA_1G09420	AFUB_008870
AFUA_5G05560	AFUB_053110
AFUA_8G00360	AFUB_086210
AFUA_5G12100	AFUB_059690
AFUA_3G06870	AFUB_042180
AFUA_3G13410	AFUB_035800
AFUA_2G01660	AFUB_018730
AFUA_6G04700	AFUB_093600
AFUA_4G04230	AFUB_098790
AFUA_2G05540	AFUB_022560
AFUA_1G14730	AFUB_014280
AFUA_6G04705	AFUB_093590
AFUA_5G09450	AFUB_056990
AFUA_8G04250	AFUB_083300
AFUA_7G00820	AFUB_087400
AFUA_1G04210	AFUB_004540
AFUA_6G12100	AFUB_069210
AFUA_5G14750	AFUB_062420
AFUA_3G01660	AFUB_046730
AFUA_3G14280	AFUB_034950
AFUA_5G00352	AFUB_048800
AFUA_4G09900	AFUB_067010
AFUA_4G08120	AFUB_065220
AFUA_2G10850	AFUB_026630
AFUA_7G04700	AFUB_090240
AFUA_2G09430	AFUB_025290
AFUA_4G06880	AFUB_063950
AFUA_4G00800	AFUB_101340
AFUA_2G14730	AFUB_030370
AFUA_2G10855	AFUB_026640
AFUA_2G00330	AFUB_017390
AFUA_1G02980	AFUB_003360
AFUA_6G09450	AFUB_092600
AFUA_5G04240	AFUB_052760
AFUA_3G05550	AFUB_043450
AFUA_7G01690	AFUB_088260
AFUA_1G02985	AFUB_003370
AFUA_1G13400	AFUB_012890
AFUA_5G08120	AFUB_055650
AFUA_7G01695	AFUB_088270
AFUA_8G00830	AFUB_085740
AFUA_2G04220	AFUB_021290
AFUA_6G00360	AFUB_097160
AFUA_1G06870	AFUB_007250
AFUA_1G05090	AFUB_005440
AFUA_4G14290	AFUB_071440
AFUA_3G10860	AFUB_038270
AFUA_5G09910	AFUB_057500
AFUA_8G04710	AFUB_082800
AFUA_1G10390	AFUB_060380, AFUB_009810
AFUA_7G05580	AFUB_091160
AFUA_5G00810	AFUB_049270
AFUA_3G14740	AFUB_034480
AFUA_3G00340	AFUB_048110
AFUA_2G02990	AFUB_020050
AFUA_2G08110	AFUB_024120
AFUA_6G04250	AFUB_094050
AFUA_4G12100	AFUB_069090
AFUA_2G05090	AFUB_022120
AFUA_2G13410	AFUB_029050
AFUA_1G01660	AFUB_002060
AFUA_1G14280	AFUB_013830
AFUA_6G09910	AFUB_075970
AFUA_6G08130	AFUB_074110
AFUA_4G10860	AFUB_067940
AFUA_8G05580	AFUB_081980
AFUA_3G04230	AFUB_043750
AFUA_7G00370	AFUB_086950
AFUA_5G01680	AFUB_050210
AFUA_4G09450	AFUB_066570
AFUA_7G04250	AFUB_089790
AFUA_2G17300	AFUB_032950
AFUA_6G13440	AFUB_001310
AFUA_1G05550	AFUB_005890
AFUA_4G00350	AFUB_100880
AFUA_4G14751	AFUB_072010
AFUA_2G14280	AFUB_029900
AFUA_3G08120	AFUB_040990
AFUA_3G09900	AFUB_039270
AFUA_2G17305	AFUB_032960
AFUA_1G10850	AFUB_010270
AFUA_1G09430	AFUB_008880
AFUA_5G05570	AFUB_053120
AFUA_8G00370	AFUB_086200
AFUA_5G12110	AFUB_059700
AFUA_3G06880	AFUB_042170
AFUA_3G00800	AFUB_047610
AFUA_3G13420	AFUB_035790
AFUA_2G01670	AFUB_018740
AFUA_5G10870	AFUB_058460
AFUA_6G04710	AFUB_093580
AFUA_2G05550	AFUB_022570
AFUA_1G00340	AFUB_026929
AFUA_1G14740	AFUB_014290
AFUA_8G04260	AFUB_083290
AFUA_7G00830	AFUB_087410
AFUA_6G12110	AFUB_078100
AFUA_1G04220	AFUB_004550
AFUA_5G14760	AFUB_062430
AFUA_3G14290	AFUB_034940
AFUA_3G01670	AFUB_046720
AFUA_4G09910	AFUB_067020
AFUA_4G08130	AFUB_065230
AFUA_2G10860	AFUB_026650
AFUA_7G04710	AFUB_090250
AFUA_2G09440	AFUB_025300
AFUA_6G13900	AFUB_000840
AFUA_4G06890	AFUB_063960
AFUA_4G13430	AFUB_070350
AFUA_2G14740	AFUB_030380
AFUA_2G00340	AFUB_017400
AFUA_6G10880	AFUB_076910
AFUA_1G02990	AFUB_003380
AFUA_5G04250	AFUB_052770
AFUA_3G05560	AFUB_043440
AFUA_3G12100	AFUB_037080
AFUA_1G13410	AFUB_012900
AFUA_7G08600	AFUB_097750
AFUA_5G08130	AFUB_055660
AFUA_5G04255	AFUB_018660
AFUA_4G04700	AFUB_098300
AFUA_2G04230	AFUB_021300
AFUA_8G00840	AFUB_085730
AFUA_1G06880	AFUB_007260
AFUA_6G00370	AFUB_097150
AFUA_1G00800	AFUB_063590
AFUA_5G09920	AFUB_057520
AFUA_3G10870	AFUB_038260
AFUA_8G04720	AFUB_082790
AFUA_3G09450	AFUB_039720
AFUA_7G05590	AFUB_091170
AFUA_5G13440	AFUB_061140
AFUA_5G00820	AFUB_049280
AFUA_3G00350	AFUB_048100
AFUA_3G14750	AFUB_034470
AFUA_2G09900	AFUB_025740
AFUA_2G08120	AFUB_024130
AFUA_6G04260	AFUB_094040
AFUA_4G12110	AFUB_069100
AFUA_2G13420	AFUB_029060
AFUA_2G00800	AFUB_017880
AFUA_1G14290	AFUB_013840
AFUA_1G01670	AFUB_002070
AFUA_6G04265	AFUB_094030
AFUA_6G09920	AFUB_075980
AFUA_6G08140	AFUB_074120
AFUA_8G05590	AFUB_081970
AFUA_3G04240	AFUB_043740
AFUA_7G00380	AFUB_086960
AFUA_5G01690	AFUB_050220
AFUA_4G09460	AFUB_066580
AFUA_7G04260	AFUB_089800
AFUA_1G05560	AFUB_005900
AFUA_6G13450	AFUB_001300
AFUA_4G00360	AFUB_100890
AFUA_4G14760	AFUB_072020
AFUA_2G14290	AFUB_029910
AFUA_3G08130	AFUB_040980
AFUA_3G09910	AFUB_039260
AFUA_1G10860	AFUB_010280
AFUA_1G09440	AFUB_008890
AFUA_5G05580	AFUB_053130
AFUA_8G00380	AFUB_086190
AFUA_5G12120	AFUB_059710
AFUA_3G06890	AFUB_042160
AFUA_3G00810	AFUB_047590
AFUA_3G13430	AFUB_035780
AFUA_2G01680	AFUB_018750, AFUB_079740
AFUA_5G10880	AFUB_058470
AFUA_6G04720	AFUB_093570
AFUA_4G04250	AFUB_098780
AFUA_2G05560	AFUB_022580
